,행정구역,동,차명
13789,영등포구,여의동,마스타(MASTA)VAN
13790,영등포구,여의동,마스타(MASTA)VAN
13791,영등포구,여의동,마스타(MASTA)VAN
13792,영등포구,여의동,봉고Ⅲ 1톤 EV
13793,영등포구,여의동,다니고3
13794,영등포구,여의동,다니고3
13795,영등포구,여의동,다니고3
13796,영등포구,여의동,포터Ⅱ 일렉트릭 (PORTERⅡ EL
13797,영등포구,여의동,포터Ⅱ 일렉트릭 (PORTERⅡ EL
13798,영등포구,여의동,포터Ⅱ 일렉트릭 (PORTERⅡ EL
13799,영등포구,여의동,포터Ⅱ 일렉트릭 (PORTERⅡ EL
13800,영등포구,여의동,봉고Ⅲ 1톤 EV
13801,관악구,보라매동,TWIZY
13802,관악구,보라매동,봉고Ⅲ EV 내장차
13803,관악구,삼성동,Model Y Long Range
13804,관악구,삼성동,포터Ⅱ 일렉트릭 (PORTERⅡ EL
13805,영등포구,영등포동,Model 3 Long Range
13806,영등포구,영등포동,CHEVROLET BOLT EV
13807,영등포구,영등포동,니로 EV
13808,영등포구,영등포동,e-tron Sportback 55 quattro
13809,영등포구,영등포동,LEAF
13810,관악구,서림동,포터Ⅱ 일렉트릭 (PORTERⅡ EL
13811,관악구,서원동,쏘울 EV
13812,영등포구,영등포동,포터Ⅱ 일렉트릭 (PORTERⅡ EL
13813,영등포구,영등포본동,니로 EV
13814,영등포구,영등포본동,EV6
13815,영등포구,영등포본동,Model 3 Standard Range Plus 
13816,용산구,남영동,아이오닉 일렉트릭(IONIQ ELEC
13817,관악구,성현동,봉고Ⅲ 1톤 EV
13818,관악구,신림동,EV6
13819,관악구,신림동,Model 3 Standard Range Plus 
13820,용산구,보광동,Model 3 Long Range
13821,용산구,서빙고동,EV6
13822,관악구,신림동,Model 3 Long Range
13823,관악구,신림동,브이버스90N
13824,관악구,신사동,SM3 Z.E.
13825,관악구,신사동,아이오닉5 (IONIQ5)
13826,용산구,서빙고동,Model 3 Long Range
13827,용산구,서빙고동,CHEVROLET BOLT EV
13828,용산구,서빙고동,쏘울 EV
13829,용산구,서빙고동,봉고Ⅲ 1톤 EV
13830,용산구,용문동,아이오닉5 (IONIQ5)
13831,관악구,은천동,TWIZY
13832,용산구,용문동,Model Y Standard Range
13833,용산구,용문동,타이칸 4S (High. 5인승)
13834,관악구,은천동,봉고Ⅲ 1톤 EV
13835,관악구,인헌동,쏘울 전기차
13836,용산구,원효로동,Model 3 Performance
13837,용산구,원효로동,Model 3 Performance
13838,용산구,원효로동,코나 일렉트릭 (KONA ELECTRIC
13839,용산구,원효로동,GV60
13840,용산구,원효로동,아이오닉 일렉트릭(IONIQ ELEC
13841,관악구,인헌동,봉고Ⅲ 1톤 EV
13842,용산구,원효로동,CHEVROLET BOLT EV
13843,용산구,원효로동,Model 3 Long Range
13844,용산구,원효로동,니로 EV
13845,용산구,원효로동,Model X Long Range
13846,용산구,원효로동,TWIZY
13847,관악구,조원동,쏘울 EV
13848,관악구,조원동,봉고Ⅲ 1톤 EV
13849,관악구,중앙동,G80
13850,용산구,원효로동,TWIZY
13851,용산구,원효로동,아이오닉 일렉트릭(IONIQ ELEC
13852,용산구,이촌동,Model 3 Long Range
13853,용산구,이촌동,타이칸 (5인승)
13854,용산구,이촌동,타이칸 4S (High. 5인승)
13855,관악구,청룡동,아이오닉 일렉트릭(IONIQ ELEC
13856,관악구,청룡동,BMW i3 94Ah
13857,관악구,청룡동,Model Y Long Range
13858,관악구,청룡동,아이오닉 일렉트릭(IONIQ ELEC
13859,관악구,청룡동,니로 EV
13860,용산구,이촌동,아이오닉5 (IONIQ5)
13861,관악구,청룡동,Model Y Long Range
13862,관악구,청룡동,EV6
13863,관악구,청룡동,Model Y Long Range
13864,관악구,청룡동,포터Ⅱ 일렉트릭 윙바디 (PORT
13865,용산구,이촌동,코나 일렉트릭 (KONA ELECTRIC
13866,용산구,이촌동,타이칸 4S (High. 5인승)
13867,용산구,이촌동,Model Y Long Range
13868,용산구,이촌동,Model 3 Long Range
13869,용산구,이촌동,Model 3 Long Range
13870,관악구,청림동,니로 EV
13871,관악구,행운동,코나 일렉트릭 (KONA ELECTRIC
13872,관악구,행운동,코나 일렉트릭 (KONA ELECTRIC
13873,관악구,행운동,Model 3 Long Range
13874,용산구,이촌동,타이칸 4S (High. 5인승)
13875,용산구,이촌동,타이칸 4S (High. 5인승)
13876,용산구,이촌동,타이칸 4S
13877,관악구,행운동,Model Y Long Range
13878,관악구,행운동,포터Ⅱ 일렉트릭 (PORTERⅡ EL
13879,용산구,이촌동,타이칸 4S
13880,용산구,이촌동,타이칸 4S (High)
13881,용산구,이촌동,Model S 100D
13882,용산구,이촌동,타이칸 4S (High. 5인승)
13883,용산구,이촌동,타이칸 (High. 5인승)
13884,용산구,이촌동,타이칸 터보 S (5인승)
13885,용산구,이촌동,타이칸 4S (High. 5인승)
13886,광진구,광장동,Model Y Long Range
13887,용산구,이촌동,GV60
13888,용산구,이촌동,타이칸 4S (5인승)
13889,용산구,이촌동,타이칸 4S (5인승) 
13890,용산구,이촌동,Model 3 Long Range
13891,용산구,이태원동,벤츠 EQC 400 4MATIC
13892,용산구,이태원동,아이오닉 일렉트릭(IONIQ ELEC
13893,용산구,이태원동,Model S 100D
13894,용산구,이태원동,아이오닉 일렉트릭(IONIQ ELEC
13895,용산구,이태원동,아이오닉 일렉트릭(IONIQ ELEC
13896,용산구,이태원동,마이브 M1
13897,용산구,이태원동,코나 일렉트릭 (KONA ELECTRIC
13898,용산구,이태원동,아이오닉 일렉트릭(IONIQ ELEC
13899,광진구,광장동,Model X Long Range
13900,용산구,청파동,니로 EV
13901,용산구,청파동,봉고Ⅲ EV 플러스내장차
13902,용산구,한강로동,G80
13903,광진구,구의동,Model 3 Long Range
13904,광진구,구의동,Model Y Long Range
13905,용산구,한강로동,G80
13906,용산구,한강로동,CHEVROLET BOLT EV
13907,광진구,구의동,DS3 CROSSBACK E-TENSE
13908,용산구,한강로동,GV60
13909,용산구,한강로동,아이오닉5 (IONIQ5)
13910,용산구,한강로동,Model 3 Long Range
13911,용산구,한강로동,CHEVROLET BOLT EV
13912,용산구,한강로동,Model 3 Long Range
13913,광진구,구의동,아이오닉5 (IONIQ5)
13914,광진구,구의동,봉고Ⅲ 1톤 EV
13915,광진구,구의동,코나 일렉트릭 (KONA ELECTRIC
13916,용산구,한강로동,Model Y Long Range
13917,용산구,한강로동,Model 3 Long Range
13918,용산구,한강로동,봉고Ⅲ EV 플러스내장차
13919,용산구,한남동,타이칸 터보 (5인승)
13920,용산구,한남동,Model Y Standard Range
13921,용산구,한남동,Model X 100D
13922,용산구,한남동,GV60
13923,광진구,구의동,Model 3 Standard Range Plus 
13924,용산구,한남동,e-tron Sportback 55 quattro
13925,용산구,한남동,Model 3 Long Range
13926,광진구,구의동,코나 일렉트릭 (KONA ELECTRIC
13927,광진구,구의동,포터Ⅱ 일렉트릭 (PORTERⅡ EL
13928,강남구,개포동,TWIZY
13929,용산구,한남동,D2C
13930,용산구,효창동,Model 3 Long Range
13931,광진구,능동,봉고Ⅲ EV 내장차
13932,광진구,자양동,Model Y Long Range
13933,강남구,개포동,Mercedes-Benz EQS450 +
13934,용산구,후암동,Model Y Long Range
13935,용산구,후암동,아이오닉5 (IONIQ5)
13936,용산구,후암동,봉고Ⅲ EV 플러스내장차
13937,광진구,자양동,Model Y Long Range
13938,광진구,자양동,아이오닉 일렉트릭(IONIQ ELEC
13939,광진구,자양동,EV6
13940,광진구,자양동,레이 전기차
13941,광진구,자양동,아이오닉5 (IONIQ5)
13942,광진구,자양동,봉고Ⅲ 1톤 EV
13943,광진구,자양동,봉고Ⅲ 1톤 EV
13944,강남구,개포동,아이오닉 일렉트릭(IONIQ ELEC
13945,은평구,갈현동,포터Ⅱ 일렉트릭 (PORTERⅡ EL
13946,은평구,갈현동,Model 3 Long Range
13947,은평구,갈현동,포터Ⅱ 일렉트릭 (PORTERⅡ EL
13948,은평구,구산동,Model 3 Long Range
13949,광진구,자양동,봉고Ⅲ 1톤 EV
13950,광진구,자양동,Model Y Long Range
13951,광진구,자양동,Model 3 Long Range
13952,광진구,자양동,Model Y Long Range
13953,강남구,개포동,G80
13954,강남구,개포동,니로 EV
13955,강남구,개포동,포터Ⅱ 일렉트릭 (PORTERⅡ EL
13956,강남구,개포동,아이오닉 일렉트릭(IONIQ ELEC
13957,은평구,구산동,TWIZY
13958,은평구,구산동,EV6
13959,은평구,구산동,니로 EV
13960,은평구,구산동,봉고Ⅲ 1톤 EV
13961,은평구,녹번동,아이오닉 일렉트릭(IONIQ ELEC
13962,광진구,자양동,e-tron Sportback 55 quattro
13963,광진구,자양동,GV60
13964,광진구,자양동,BMW i3
13965,강남구,개포동,Model Y Long Range
13966,강남구,개포동,CHEVROLET BOLT EV
13967,은평구,녹번동,아이오닉 일렉트릭(IONIQ ELEC
13968,은평구,녹번동,TWIZY
13969,광진구,자양동,Model 3 Standard Range Plus 
13970,광진구,자양동,봉고Ⅲ 1톤 EV
13971,광진구,자양동,Model Y Standard Range
13972,광진구,자양동,TWIZY
13973,광진구,자양동,아이오닉5(IONIQ5)
13974,강남구,개포동,CHEVROLET BOLT EV
13975,강남구,개포동,Model 3 Long Range
13976,강남구,개포동,포터Ⅱ 일렉트릭 (PORTERⅡ EL
13977,은평구,녹번동,Model 3 Long Range
13978,은평구,녹번동,봉고Ⅲ 1톤 EV
13979,광진구,중곡동,봉고Ⅲ 1톤 EV
13980,광진구,중곡동,포터Ⅱ 일렉트릭 (PORTERⅡ EL
13981,강남구,논현동,TWIZY
13982,은평구,대조동,봉고Ⅲ 1톤 EV
13983,광진구,중곡동,포터Ⅱ 일렉트릭 (PORTERⅡ EL
13984,광진구,중곡동,니로 EV
13985,광진구,중곡동,Model 3 Performance
13986,강남구,논현동,Model 3 Long Range
13987,강남구,논현동,코나 일렉트릭 (KONA ELECTRIC
13988,강남구,논현동,Model Y Performance
13989,강남구,논현동,BMW i3 120Ah LUX
13990,은평구,불광동,EV6
13991,은평구,불광동,코나 일렉트릭 (KONA ELECTRIC
13992,광진구,중곡동,니로 EV
13993,광진구,화양동,Model 3 Standard Range Plus 
13994,강남구,논현동,TWIZY
13995,강남구,논현동,Model 3 Long Range
13996,은평구,불광동,SM3 Z.E.
13997,은평구,불광동,EV6
13998,은평구,불광동,아이오닉5 (IONIQ5)
13999,구로구,가리봉동,Model 3 Long Range
14000,구로구,개봉동,Model Y Long Range
14001,강남구,논현동,타이칸 4S (High)
14002,강남구,논현동,Model 3 Long Range
14003,강남구,논현동,아이오닉5 (IONIQ5)
14004,강남구,논현동,봉고Ⅲ EV 내장차
14005,은평구,불광동,Model 3 Long Range
14006,은평구,수색동,Model Y Long Range
14007,은평구,수색동,아이오닉5 (IONIQ5)
14008,강남구,대치동,Model 3 Long Range
14009,은평구,신사동,Model 3 Long Range
14010,구로구,개봉동,포터Ⅱ 일렉트릭 (PORTERⅡ EL
14011,구로구,개봉동,HYPERS1611
14012,구로구,개봉동,포터Ⅱ 일렉트릭 (PORTERⅡ EL
14013,구로구,개봉동,아이오닉 일렉트릭(IONIQ ELEC
14014,강남구,대치동,니로 EV
14015,강남구,대치동,아이오닉5 (IONIQ5)
14016,강남구,대치동,쏘울 EV
14017,강남구,대치동,쏘울 EV
14018,강남구,대치동,아이오닉5 (IONIQ5)
14019,강남구,대치동,EV6
14020,강남구,대치동,EV6
14021,강남구,대치동,EV6
14022,강남구,대치동,EV6
14023,강남구,대치동,EV6
14024,은평구,신사동,CHEVROLET BOLT EV
14025,은평구,신사동,EV6
14026,은평구,신사동,니로 EV
14027,강남구,대치동,EV6
14028,강남구,대치동,CEVO-C SE
14029,강남구,대치동,CEVO-C SE
14030,강남구,대치동,아이오닉5 (IONIQ5)
14031,강남구,대치동,EV6
14032,강남구,대치동,EV6
14033,강남구,대치동,EV6
14034,강남구,대치동,EV6
14035,강남구,대치동,EV6
14036,강남구,대치동,EV6
14037,강남구,대치동,Model 3 Long Range
14038,강남구,대치동,Model 3 Long Range
14039,강남구,대치동,Model 3 Long Range
14040,강남구,대치동,Model 3 Long Range
14041,강남구,대치동,Model 3 Long Range
14042,강남구,대치동,아이오닉5 (IONIQ5)
14043,강남구,대치동,아이오닉5 (IONIQ5)
14044,강남구,대치동,아이오닉5 (IONIQ5)
14045,강남구,대치동,Model 3 Long Range
14046,강남구,대치동,Model 3 Long Range
14047,은평구,신사동,코나 일렉트릭 (KONA ELECTRIC
14048,은평구,신사동,포터Ⅱ 일렉트릭 (PORTERⅡ EL
14049,은평구,역촌동,Model 3 Long Range
14050,구로구,개봉동,봉고Ⅲ 1톤 EV
14051,강남구,대치동,Model 3 Long Range
14052,강남구,대치동,Model 3 Long Range
14053,강남구,대치동,Model 3 Long Range
14054,강남구,대치동,아이오닉5 (IONIQ5)
14055,강남구,대치동,Model 3 Long Range
14056,강남구,대치동,Model 3 Long Range
14057,강남구,대치동,Model 3 Long Range
14058,강남구,대치동,Model 3 Long Range
14059,강남구,대치동,Model 3 Long Range
14060,강남구,대치동,EV6
14061,강남구,대치동,EV6
14062,강남구,대치동,GV60
14063,강남구,대치동,EV6
14064,강남구,대치동,EV6
14065,강남구,대치동,GV60
14066,강남구,대치동,EV6
14067,강남구,대치동,아이오닉5 (IONIQ5)
14068,강남구,대치동,아이오닉5 (IONIQ5)
14069,강남구,대치동,아이오닉5 (IONIQ5)
14070,강남구,대치동,아이오닉5 (IONIQ5)
14071,강남구,대치동,아이오닉5 (IONIQ5)
14072,은평구,역촌동,코나 일렉트릭 (KONA ELECTRIC
14073,은평구,역촌동,포터Ⅱ 일렉트릭 (PORTERⅡ EL
14074,은평구,역촌동,봉고Ⅲ 1톤 EV
14075,구로구,고척동,아이오닉 일렉트릭(IONIQ ELEC
14076,구로구,고척동,니로 EV
14077,강남구,대치동,아이오닉5 (IONIQ5)
14078,강남구,대치동,GV60
14079,강남구,대치동,GV60
14080,강남구,대치동,GV60
14081,강남구,대치동,아이오닉5(IONIQ5)
14082,강남구,대치동,아이오닉5(IONIQ5)
14083,강남구,대치동,아이오닉5(IONIQ5)
14084,강남구,대치동,아이오닉5(IONIQ5)
14085,강남구,대치동,아이오닉5(IONIQ5)
14086,강남구,대치동,아이오닉5(IONIQ5)
14087,강남구,대치동,아이오닉5(IONIQ5)
14088,강남구,대치동,아이오닉5 (IONIQ5)
14089,강남구,대치동,아이오닉5(IONIQ5)
14090,강남구,대치동,아이오닉5(IONIQ5)
14091,강남구,대치동,아이오닉5(IONIQ5)
14092,강남구,대치동,아이오닉5(IONIQ5)
14093,강남구,대치동,아이오닉5(IONIQ5)
14094,강남구,대치동,GV60
14095,강남구,대치동,GV60
14096,강남구,대치동,GV60
14097,강남구,대치동,GV60
14098,강남구,대치동,GV60
14099,은평구,응암동,Model Y Long Range
14100,은평구,응암동,Model 3 Long Range
14101,구로구,고척동,아이오닉5 (IONIQ5)
14102,구로구,고척동,니로 EV
14103,강남구,대치동,아이오닉5(IONIQ5)
14104,강남구,대치동,아이오닉5 (IONIQ5)
14105,강남구,대치동,아이오닉5 (IONIQ5)
14106,강남구,대치동,아이오닉5(IONIQ5)
14107,강남구,대치동,아이오닉5(IONIQ5)
14108,강남구,대치동,아이오닉5(IONIQ5)
14109,강남구,대치동,아이오닉5(IONIQ5)
14110,강남구,대치동,아이오닉5(IONIQ5)
14111,강남구,대치동,CHEVROLET BOLT EV
14112,강남구,대치동,아이오닉5 (IONIQ5)
14113,강남구,대치동,Model Y Long Range
14114,강남구,대치동,Model 3 Long Range
14115,은평구,응암동,CHEVROLET BOLT EV
14116,은평구,응암동,아이오닉5 (IONIQ5)
14117,은평구,응암동,아이오닉5 (IONIQ5)
14118,은평구,응암동,코나 일렉트릭 (KONA ELECTRIC
14119,은평구,응암동,봉고Ⅲ 1톤 EV
14120,구로구,고척동,포터Ⅱ 일렉트릭 (PORTERⅡ EL
14121,구로구,구로동,Model 3 Standard Range Plus 
14122,구로구,구로동,Model 3 Standard Range Plus 
14123,구로구,구로동,Model 3 Standard Range Plus 
14124,구로구,구로동,Model 3 Standard Range Plus 
14125,구로구,구로동,Model 3 Long Range
14126,구로구,구로동,Model 3 Long Range
14127,구로구,구로동,Model 3 Long Range
14128,구로구,구로동,코나 일렉트릭 (KONA ELECTRIC
14129,구로구,구로동,Model S P100D
14130,강남구,대치동,아이오닉 일렉트릭(IONIQ ELEC
14131,강남구,대치동,Model S 100D
14132,강남구,대치동,아이오닉5 (IONIQ5)
14133,강남구,대치동,아이오닉5 (IONIQ5)
14134,강남구,대치동,니로 EV
14135,강남구,대치동,니로 EV
14136,강남구,대치동,니로 EV
14137,강남구,대치동,니로 EV
14138,강남구,대치동,니로 EV
14139,강남구,대치동,니로 EV
14140,강남구,대치동,니로 EV
14141,강남구,대치동,니로 EV
14142,강남구,대치동,EV6
14143,강남구,대치동,EV6
14144,강남구,대치동,EV6
14145,은평구,응암동,Model Y Long Range
14146,은평구,응암동,GV60
14147,구로구,구로동,코나 일렉트릭 (KONA ELECTRIC
14148,구로구,구로동,Model 3 Standard Range Plus 
14149,구로구,구로동,아이오닉5 (IONIQ5)
14150,구로구,구로동,Model 3 Long Range
14151,강남구,대치동,EV6
14152,강남구,대치동,EV6
14153,강남구,대치동,아이오닉5(IONIQ5)
14154,강남구,대치동,EV6
14155,강남구,대치동,EV6
14156,강남구,대치동,EV6
14157,강남구,대치동,EV6
14158,강남구,대치동,EV6
14159,강남구,대치동,EV6
14160,강남구,대치동,EV6
14161,강남구,대치동,EV6
14162,강남구,대치동,EV6
14163,강남구,대치동,EV6
14164,강남구,대치동,아이오닉5 (IONIQ5)
14165,강남구,대치동,아이오닉5 (IONIQ5)
14166,강남구,대치동,EV6
14167,강남구,대치동,EV6
14168,강남구,대치동,EV6
14169,강남구,대치동,EV6
14170,강남구,대치동,EV6
14171,강남구,대치동,EV6
14172,강남구,대치동,아이오닉5 (IONIQ5)
14173,강남구,대치동,니로 EV
14174,강남구,대치동,EV6
14175,은평구,응암동,Model Y Long Range
14176,은평구,응암동,Model 3 Standard Range Plus 
14177,은평구,응암동,포터Ⅱ 일렉트릭 (PORTERⅡ EL
14178,구로구,구로동,코나 일렉트릭 (KONA ELECTRIC
14179,구로구,구로동,Model 3 Standard Range Plus 
14180,구로구,구로동,니로 EV
14181,구로구,구로동,Model Y Standard Range
14182,구로구,구로동,니로 EV
14183,구로구,구로동,아이오닉5 (IONIQ5)
14184,구로구,구로동,아이오닉5 (IONIQ5)
14185,구로구,구로동,아이오닉5 (IONIQ5)
14186,강남구,대치동,EV6
14187,강남구,대치동,니로 EV
14188,강남구,대치동,니로 EV
14189,강남구,대치동,아이오닉5 (IONIQ5)
14190,강남구,대치동,아이오닉5 (IONIQ5)
14191,강남구,대치동,아이오닉5 (IONIQ5)
14192,강남구,대치동,아이오닉5 (IONIQ5)
14193,강남구,대치동,EV6
14194,강남구,대치동,EV6
14195,강남구,대치동,아이오닉5 (IONIQ5)
14196,강남구,대치동,아이오닉5 (IONIQ5)
14197,강남구,대치동,아이오닉5 (IONIQ5)
14198,강남구,대치동,EV6
14199,강남구,대치동,EV6
14200,강남구,대치동,니로 EV
14201,강남구,대치동,EV6
14202,강남구,대치동,EV6
14203,강남구,대치동,EV6
14204,강남구,대치동,EV6
14205,강남구,대치동,EV6
14206,강남구,대치동,EV6
14207,강남구,대치동,니로 EV
14208,강남구,대치동,니로 EV
14209,은평구,응암동,다니고밴
14210,구로구,구로동,니로 EV
14211,구로구,구로동,Model 3 Long Range
14212,구로구,구로동,Model Y Long Range
14213,구로구,구로동,Model Y Long Range
14214,구로구,구로동,니로 EV
14215,구로구,구로동,아이오닉5 (IONIQ5)
14216,구로구,구로동,니로 EV
14217,구로구,구로동,니로 EV
14218,구로구,구로동,니로 EV
14219,구로구,구로동,EV6
14220,구로구,구로동,아이오닉5 (IONIQ5)
14221,구로구,구로동,아이오닉5(IONIQ5)
14222,구로구,구로동,EV6
14223,구로구,구로동,니로 EV
14224,구로구,구로동,니로 EV
14225,구로구,구로동,아이오닉5 (IONIQ5)
14226,구로구,구로동,EV6
14227,구로구,구로동,EV6
14228,구로구,구로동,아이오닉5(IONIQ5)
14229,구로구,구로동,아이오닉5(IONIQ5)
14230,구로구,구로동,아이오닉5 (IONIQ5)
14231,구로구,구로동,GV60
14232,강남구,대치동,니로 EV
14233,강남구,대치동,니로 EV
14234,강남구,대치동,EV6
14235,강남구,대치동,EV6
14236,강남구,대치동,니로 EV
14237,강남구,대치동,EV6
14238,강남구,대치동,EV6
14239,강남구,대치동,EV6
14240,강남구,대치동,EV6
14241,강남구,대치동,EV6
14242,강남구,대치동,니로 EV
14243,강남구,대치동,EV6
14244,강남구,대치동,EV6
14245,강남구,대치동,니로 EV
14246,강남구,대치동,EV6
14247,강남구,대치동,EV6
14248,강남구,대치동,아이오닉5 (IONIQ5)
14249,강남구,대치동,EV6
14250,강남구,대치동,아이오닉5 (IONIQ5)
14251,강남구,대치동,아이오닉5 (IONIQ5)
14252,강남구,대치동,아이오닉5 (IONIQ5)
14253,강남구,대치동,아이오닉5 (IONIQ5)
14254,은평구,증산동,봉고Ⅲ 1톤 EV
14255,은평구,진관동,e-tron 55 quattro
14256,은평구,진관동,니로 EV
14257,구로구,구로동,Model 3 Long Range
14258,구로구,구로동,Model 3 Long Range
14259,구로구,구로동,Model 3 Long Range
14260,구로구,구로동,Model 3 Long Range
14261,구로구,구로동,아이오닉5 (IONIQ5)
14262,구로구,구로동,Model 3 Standard Range Plus 
14263,구로구,구로동,니로 EV
14264,강남구,대치동,아이오닉5 (IONIQ5)
14265,강남구,대치동,아이오닉5 (IONIQ5)
14266,강남구,대치동,아이오닉5 (IONIQ5)
14267,강남구,대치동,아이오닉5 (IONIQ5)
14268,강남구,대치동,아이오닉5 (IONIQ5)
14269,강남구,대치동,아이오닉5 (IONIQ5)
14270,강남구,대치동,아이오닉5(IONIQ5)
14271,강남구,대치동,아이오닉5(IONIQ5)
14272,강남구,대치동,아이오닉5 (IONIQ5)
14273,강남구,대치동,아이오닉5(IONIQ5)
14274,강남구,대치동,아이오닉5 (IONIQ5)
14275,강남구,대치동,아이오닉5(IONIQ5)
14276,강남구,대치동,아이오닉5(IONIQ5)
14277,강남구,대치동,아이오닉5 (IONIQ5)
14278,강남구,대치동,EV6
14279,강남구,대치동,EV6
14280,강남구,대치동,EV6
14281,강남구,대치동,EV6
14282,강남구,대치동,EV6
14283,강남구,대치동,EV6
14284,강남구,대치동,EV6
14285,은평구,진관동,Model 3 Performance
14286,구로구,구로동,코나 일렉트릭 (KONA ELECTRIC
14287,구로구,구로동,Model 3 Long Range
14288,구로구,구로동,Model 3 Long Range
14289,구로구,구로동,Model 3 Long Range
14290,구로구,구로동,Model 3 Long Range
14291,구로구,구로동,Model 3 Standard Range Plus 
14292,구로구,구로동,코나 일렉트릭 (KONA ELECTRIC
14293,구로구,구로동,Model Y Long Range
14294,구로구,구로동,Model Y Standard Range
14295,구로구,구로동,니로 EV
14296,구로구,구로동,니로 EV
14297,구로구,구로동,아이오닉5 (IONIQ5)
14298,구로구,구로동,EV6
14299,구로구,구로동,니로 EV
14300,구로구,구로동,니로 EV
14301,구로구,구로동,니로 EV
14302,구로구,구로동,ZOE
14303,구로구,구로동,니로 EV
14304,구로구,구로동,EV6
14305,구로구,구로동,니로 EV
14306,구로구,구로동,니로 EV
14307,구로구,구로동,니로 EV
14308,강남구,대치동,아이오닉5 (IONIQ5)
14309,강남구,대치동,EV6
14310,강남구,대치동,EV6
14311,강남구,대치동,EV6
14312,강남구,대치동,EV6
14313,강남구,대치동,아이오닉5 (IONIQ5)
14314,강남구,대치동,아이오닉5 (IONIQ5)
14315,강남구,대치동,아이오닉5 (IONIQ5)
14316,강남구,대치동,EV6
14317,강남구,대치동,EV6
14318,강남구,대치동,아이오닉5 (IONIQ5)
14319,강남구,대치동,아이오닉5 (IONIQ5)
14320,강남구,대치동,아이오닉5 (IONIQ5)
14321,강남구,대치동,아이오닉5 (IONIQ5)
14322,강남구,대치동,EV6
14323,강남구,대치동,아이오닉5 (IONIQ5)
14324,강남구,대치동,아이오닉5 (IONIQ5)
14325,강남구,대치동,아이오닉5 (IONIQ5)
14326,강남구,대치동,아이오닉5 (IONIQ5)
14327,강남구,대치동,아이오닉5 (IONIQ5)
14328,강남구,대치동,EV6
14329,강남구,대치동,EV6
14330,은평구,진관동,Model Y Long Range
14331,구로구,구로동,니로 EV
14332,구로구,구로동,니로 EV
14333,구로구,구로동,아이오닉5 (IONIQ5)
14334,구로구,구로동,아이오닉5(IONIQ5)
14335,구로구,구로동,EV6
14336,구로구,구로동,니로 EV
14337,구로구,구로동,일진무시동전기냉동탑차
14338,구로구,구로동,일진무시동전기냉동탑차
14339,구로구,구로동,일진무시동전기냉동탑차
14340,구로구,구로동,SM3 Z.E.
14341,구로구,구로동,SM3 Z.E.
14342,강남구,대치동,아이오닉5 (IONIQ5)
14343,강남구,대치동,아이오닉5(IONIQ5)
14344,강남구,대치동,아이오닉5(IONIQ5)
14345,강남구,대치동,GV60
14346,강남구,대치동,GV60
14347,강남구,대치동,아이오닉5 (IONIQ5)
14348,강남구,대치동,아이오닉5(IONIQ5)
14349,강남구,대치동,아이오닉5 (IONIQ5)
14350,강남구,대치동,GV60
14351,강남구,대치동,GV60
14352,강남구,대치동,아이오닉5 (IONIQ5)
14353,강남구,대치동,아이오닉5(IONIQ5)
14354,강남구,대치동,니로 EV
14355,강남구,대치동,니로 EV
14356,강남구,대치동,니로 EV
14357,강남구,대치동,아이오닉5 (IONIQ5)
14358,강남구,대치동,아이오닉5 (IONIQ5)
14359,강남구,대치동,니로 EV
14360,강남구,대치동,아이오닉5 (IONIQ5)
14361,강남구,대치동,아이오닉5 (IONIQ5)
14362,강남구,대치동,니로 EV
14363,강남구,대치동,EV6
14364,은평구,진관동,CHEVROLET BOLT EV
14365,은평구,진관동,e-tron 55 quattro
14366,은평구,진관동,스마트(SMART)ED
14367,은평구,진관동,봉고Ⅲ 1톤 EV
14368,구로구,구로동,포터Ⅱ 일렉트릭 (PORTERⅡ EL
14369,구로구,구로동,일진무시동전기냉동탑차
14370,구로구,구로동,아이오닉 일렉트릭(IONIQ ELEC
14371,구로구,구로동,Model 3 Performance
14372,구로구,구로동,EV6
14373,구로구,구로동,아이오닉5 (IONIQ5)
14374,구로구,구로동,아이오닉5 (IONIQ5)
14375,구로구,구로동,아이오닉5 (IONIQ5)
14376,구로구,구로동,G80
14377,강남구,대치동,EV6
14378,강남구,대치동,EV6
14379,강남구,대치동,EV6
14380,강남구,대치동,EV6
14381,강남구,대치동,EV6
14382,강남구,대치동,EV6
14383,강남구,대치동,아이오닉5 (IONIQ5)
14384,강남구,대치동,아이오닉5 (IONIQ5)
14385,강남구,대치동,아이오닉5 (IONIQ5)
14386,강남구,대치동,아이오닉5 (IONIQ5)
14387,강남구,대치동,아이오닉5 (IONIQ5)
14388,강남구,대치동,EV6
14389,강남구,대치동,EV6
14390,강남구,대치동,EV6
14391,강남구,대치동,GV60
14392,강남구,대치동,EV6
14393,강남구,대치동,아이오닉5 (IONIQ5)
14394,강남구,대치동,아이오닉5 (IONIQ5)
14395,강남구,대치동,아이오닉5(IONIQ5)
14396,강남구,대치동,EV6
14397,강남구,대치동,EV6
14398,강남구,대치동,EV6
14399,강남구,대치동,아이오닉5 (IONIQ5)
14400,은평구,진관동,코나 일렉트릭 (KONA ELECTRIC
14401,은평구,진관동,니로 EV
14402,은평구,진관동,니로 EV
14403,은평구,진관동,코나 일렉트릭 (KONA ELECTRIC
14404,은평구,진관동,E-SKY  11
14405,종로구,가회동,SM3 Z.E.
14406,종로구,교남동,GV60
14407,종로구,교남동,CHEVROLET BOLT EV
